EF0400273|2013-12-05 10:06|Expired Meter|East Union|SD 8BU553
EF0700394|2013-12-05 10:08|Expired Meter|Union|NE STX931
EF0400274|2013-12-05 10:08|Expired Meter|East Union|NE 39-1898
EF0700395|2013-12-05 10:18|No Valid Permit Displayed|Westbrook Music Building|NE 6A3343
EF0400275|2013-12-05 10:21|No Valid Permit Displayed|Plant Science|NE SHX859
EF0400276|2013-12-05 10:50|Expired Meter|Dental North|NE TDY932
EF0400277|2013-12-05 10:53|Expired Meter|Dental North|NE 5B168
EF0400278|2013-12-05 10:59|No Valid Permit Displayed|Dental North|NE 27-1546
EF0400279|2013-12-05 11:04|No Valid Permit Displayed|Dental North|NE 2-3695
EF0700396|2013-12-05 11:06|No Valid Permit Displayed|South Stadium|NE 15F150
EF0400280|2013-12-05 11:09|No Valid Permit Displayed|Dental North|NE SKY888
EF0400281|2013-12-05 11:22|Expired Meter|Law College South|MI DAW0607
EF0700397|2013-12-05 11:27|No Valid Permit Displayed|Inside Loop|WI 344GUM
EF0300309|2013-12-05 11:54|Parking in Unauthorized Area|Henzlik Hall|NE RUS790
EF0400282|2013-12-05 12:01|No Valid Permit Displayed|Dental North|NE RYK224
EF0400283|2013-12-05 12:03|No Valid Permit Displayed|Dental North|NE RYK224
EF0300310|2013-12-05 12:06|No Valid Permit Displayed|Harper Schramm Smith|NE 48E511
EF0300311|2013-12-05 12:10|No Valid Permit Displayed|Harper Schramm Smith|NE SEM895
EF0100326|2013-12-05 12:12|Expired Meter|South Stadium|NE TGZ467
EF0100327|2013-12-05 12:13|Expired Meter|South Stadium|NE SCF536
EF0100328|2013-12-05 12:14|Expired Meter|South Stadium|NE SKZ438
EF0100329|2013-12-05 12:16|Expired Meter|South Stadium|NE 17F355
EF0100330|2013-12-05 12:17|Expired Meter|South Stadium|NE 25-1366
EF0100331|2013-12-05 12:18|Expired Meter|South Stadium|NE SAE834
EF0100332|2013-12-05 12:20|Expired Meter|South Stadium|NE 8C5564
EF0100333|2013-12-05 12:21|Expired Meter|South Stadium|NE TAH736
EF0100334|2013-12-05 12:22|Expired Meter|South Stadium|NE TDW857
EF0300312|2013-12-05 12:22|No Valid Permit Displayed|Harper Schramm Smith|NE STY769
EF0100335|2013-12-05 12:25|Expired Meter|South Stadium|VN C3284823
EF0100336|2013-12-05 12:26|Expired Meter|South Stadium|NE TEJ954
EF0100337|2013-12-05 12:44|No Valid Permit Displayed|South Stadium|NE RYD523
EF0100338|2013-12-05 12:45|No Valid Permit Displayed|South Stadium|NE TGV164
EF0100339|2013-12-05 12:47|Expired Meter|South Stadium|NE TGU954
EF0100340|2013-12-05 12:48|Expired Meter|South Stadium|NE SMU792
EF0100341|2013-12-05 12:55|Parking in Unauthorized Area|North Stadium|NE 9D4746
EF0100342|2013-12-05 12:59|Expired Meter|North Stadium|NE RYU880
EF0100343|2013-12-05 13:02|Improper Parking|North Stadium|NE STD562
EF0300313|2013-12-05 13:03|No Valid Permit Displayed|Harper Schramm Smith|NE TIE762
EF0200100|2013-12-05 13:10|No Valid Permit Displayed|Hardin Hall|NE 25G471
EF0200101|2013-12-05 13:14|No Valid Permit Displayed|Hardin Hall|NE TDD877
EF0300314|2013-12-05 13:16|No Valid Permit Displayed|Boathouse|NE SNG210
EF0200102|2013-12-05 13:19|Expired Meter|Hardin Hall|NE TGL020
EF0300315|2013-12-05 13:22|Expired Meter|Boathouse|NE SDH306
EF0200103|2013-12-05 13:31|No Valid Permit Displayed|Dental North|NE TAB407
EF0800297|2013-12-05 13:33|Expired Meter|13th & R Lot|NE SLE489
EF0200104|2013-12-05 13:33|No Valid Permit Displayed|Dental North|VN AF272136
EF0800298|2013-12-05 13:36|Expired Meter|13th & R Lot|NE SBZ318
EF0200105|2013-12-05 13:40|No Valid Permit Displayed|Judging Pavilion|NE TKL569
EF0800299|2013-12-05 13:47|Expired Meter|14th & Avery Lot|NE SBG961
EF0800300|2013-12-05 13:51|Expired Meter|Sapp Drive|CA 6WZY745
EF0800301|2013-12-05 13:58|Parking in Unauthorized Area|Loop|NE STM690
EF0200106|2013-12-05 13:59|No Valid Permit Displayed|Dental East|NE NU1BG10
EF0800302|2013-12-05 14:02|Parking in Unauthorized Area|Inside Loop|NC WVN7082
EF0300316|2013-12-05 14:05|Expired Meter|Sandoz|NE 29L18
EF0300319|2013-12-05 14:18|No Valid Permit Displayed|Beadle South|NE SUI260
EF0300320|2013-12-05 14:23|Parking in Unauthorized Area|Beadle South|NE TEI272
EF0800303|2013-12-05 14:25|No Valid Permit Displayed|13th & R Lot|NE STM825
EF0400284|2013-12-05 14:27|No Valid Permit Displayed|Inside Loop|NE 22A109
EF0400285|2013-12-05 14:31|Parking in Unauthorized Area|Inside Loop|NE TES682
EF0300321|2013-12-05 14:33|No Valid Permit Displayed|19th Street/R-U Street|NE 36E534
EF0800304|2013-12-05 14:35|Parking in Unauthorized Area|Westbrook Music Building|NE SUG192
EF0200107|2013-12-05 14:36|Expired Meter|East Union|NE 10BF81
EF0400286|2013-12-05 14:37|No Valid Permit Displayed|Inside Loop|NE 20T941
EF0300322|2013-12-05 14:38|No Valid Permit Displayed|19th Street/R-U Street|NE TCB152
EF0400287|2013-12-05 14:41|No Valid Permit Displayed|Inside Loop|NE SPR884
EF0300323|2013-12-05 14:41|No Valid Permit Displayed|19th Street/R-U Street|NE 14V828
EF0800305|2013-12-05 14:42|Expired Meter|South Stadium|NE 7B4548
EF0800306|2013-12-05 14:43|Expired Meter|South Stadium|NE SYH353
EF0400288|2013-12-05 14:43|Parking in Unauthorized Area|Inside Loop|NE TFV855
EF0800307|2013-12-05 14:45|Parking in Unauthorized Area|South Stadium|WI PARTH07
EF0300324|2013-12-05 14:46|No Valid Permit Displayed|19th Street/R-U Street|NE 566ZWM
EF0800308|2013-12-05 14:47|Expired Meter|South Stadium|NE 18F511
EF0800309|2013-12-05 14:48|Expired Meter|South Stadium|VT ELE990
EF0400289|2013-12-05 14:52|Parking in Unauthorized Area|Bancroft|NE RRI918
EF0400290|2013-12-05 14:54|No Valid Permit Displayed|Bancroft|SD 19KP21
EF0200108|2013-12-05 14:58|Expired Meter|Arboretum|NE TGM543
EF0200109|2013-12-05 15:00|Expired Meter|Arboretum|VN E1110255
EF0300325|2013-12-05 15:03|No Valid Permit Displayed|Devaney North|NE SIG666
EF0400291|2013-12-05 15:04|No Valid Permit Displayed|Union|NE KTB1RD
EF0300326|2013-12-05 15:07|No Valid Permit Displayed|Court Street|NE 46B711
EF0200110|2013-12-05 15:10|No Valid Permit Displayed|Dental North|NE 9FARM1005
EF0200111|2013-12-05 15:21|No Valid Permit Displayed|East Campus Loop|NE SEF611
EF0300327|2013-12-05 15:22|No Valid Permit Displayed|Housing|NE SHV311
EF0500235|2013-12-05 15:49|Expired Meter|14th & W Street|NE RUV584
EF0500236|2013-12-05 15:54|Expired Meter|South Stadium|ON APEP744
EF0500237|2013-12-05 15:56|Expired Meter|South Stadium|NE SNA061
EF0500238|2013-12-05 15:59|Expired Meter|South Stadium|NE 15CA24
EF0500239|2013-12-05 16:01|Expired Meter|South Stadium|NE SYF024
EF0500240|2013-12-05 16:02|Expired Meter|South Stadium|SD 1VS757
EF0500241|2013-12-05 16:11|Expired Meter|Sapp Drive|NE 6A2172
EF0400292|2013-12-05 16:13|No Valid Permit Displayed|Inside Loop|NE RSK312
EF0200112|2013-12-05 16:14|No Valid Permit Displayed|Dental West|VN BFA06873
EF0400293|2013-12-05 16:16|No Valid Permit Displayed|Inside Loop|NE TLN179
EF0700398|2013-12-05 16:21|No Valid Permit Displayed|Inside Loop|NE SHY160
EF0400294|2013-12-05 16:23|No Valid Permit Displayed|Inside Loop|NE 179TBN
EF0400295|2013-12-05 16:32|Expired Meter|13th & R Lot|NE 20C204
EF0400296|2013-12-05 16:38|Registered UNL Veh/Visitor Lot|13th & R Lot|NE RRI985
EF0800310|2013-12-05 16:47|Expired Meter|14th & W Street|NE 8A9632
EF0800311|2013-12-05 16:50|Expired Meter|14th & W Street|NE TGZ278
EF0800312|2013-12-05 16:52|Expired Meter|14th & W Street|NE SVX563
EF0800313|2013-12-05 16:58|No Valid Permit Displayed|14th & W Street|NE 20A539
EF0800314|2013-12-05 17:00|No Valid Permit Displayed|14th & W Street|NE SMR263
EF0300328|2013-12-05 17:14|Expired Meter|Sandoz|CO 568ILJ
EF0300329|2013-12-05 17:16|Expired Meter|Sandoz|NE SII602
EF0300330|2013-12-05 17:17|Expired Meter|Sandoz|NE SZR219
EF0700399|2013-12-05 17:24|No Valid Permit Displayed|Loop|NE 58B3
EF0500242|2013-12-05 17:24|No Valid Permit Displayed|Loop|NE RYU117
EF0300331|2013-12-05 17:26|Improper Parking|19th & Vine Parking Garage|NE 45A860
EF0700400|2013-12-05 17:27|Improper Display of Permit|Loop|NE TAH398
EF0300332|2013-12-05 17:30|Improper Parking|19th & Vine Parking Garage|NE SEY990
EF0500243|2013-12-05 17:30|No Valid Permit Displayed|Loop|OH EVG3944
EF0700401|2013-12-05 17:31|No Valid Permit Displayed|Inside Loop|NE 11J101
EF0500244|2013-12-05 17:33|No Valid Permit Displayed|Loop|NE 14C242
EF0700402|2013-12-05 17:35|No Valid Permit Displayed|Inside Loop|NE 35E143
EF0500245|2013-12-05 17:36|No Valid Permit Displayed|Loop|NE TDU592
EF0700403|2013-12-05 17:37|No Valid Permit Displayed|Inside Loop|NE 14B950
EF0500246|2013-12-05 17:47|No Valid Permit Displayed|Andersen|NE 34-2005
EF0700404|2013-12-05 17:49|No Valid Permit Displayed|Andersen|NE SPE067
EF0800315|2013-12-05 17:52|Expired Meter|Boathouse|NE SDH306
EF0500247|2013-12-05 17:53|No Valid Permit Displayed|Andersen|NE THM494
EF0700405|2013-12-05 17:53|No Valid Permit Displayed|Andersen|NE SDR244
EF0500248|2013-12-05 17:55|No Valid Permit Displayed|Andersen|NE 17H996
EF0700406|2013-12-05 18:01|No Valid Permit Displayed|Alexander East|NE SMM910
EF0500249|2013-12-05 18:02|No Valid Permit Displayed|Alexander East|NE 50A668
EF0800316|2013-12-05 18:05|Expired Meter|Harper Schramm Smith|NE TEJ958
EF0800317|2013-12-05 18:21|No Valid Permit Displayed|14th & W Street|NE TJT004
EF0500250|2013-12-05 18:30|Expired Meter|Union|NE SZE817
EF0700407|2013-12-05 18:32|Parking in Unauthorized Area|Union|NE SSM887
EF0200113|2013-12-05 18:32|Expired Meter|East Union|NE 16C933
EF0500251|2013-12-05 18:33|Expired Meter|Union|NE 9B8450
EF0700408|2013-12-05 18:33|Parking in Unauthorized Area|Union|KS 716DTI
EF0200114|2013-12-05 18:34|Expired Meter|East Union|NE TJN248
EF0500252|2013-12-05 18:35|No Valid Permit Displayed|Union|NE RVJ865
EF0200115|2013-12-05 18:35|Expired Meter|East Union|NE 14N480
EF0700409|2013-12-05 18:36|Parking in Unauthorized Area|Union|IL 3370487
EF0500253|2013-12-05 18:38|No Valid Permit Displayed|Union|NE RYI906
EF0200116|2013-12-05 18:38|Expired Meter|East Union|NE TAR580
EF0200117|2013-12-05 18:39|Expired Meter|East Union|NE 17H996
EF0200118|2013-12-05 18:40|Expired Meter|East Union|NE 13-265
EF0200119|2013-12-05 18:41|Expired Meter|East Union|NE 29-1207
EF0500254|2013-12-05 18:58|No Valid Permit Displayed|13th & R Lot|NE 37D835
EF0700410|2013-12-05 19:00|Expired Meter|13th & R Lot|NE SSL483
EF0500255|2013-12-05 19:00|Parking in Unauthorized Area|13th & R Lot|NE TGU673
EF0200122|2013-12-05 19:00|Expired Meter|Dairy Store|IL L491992
EF0500256|2013-12-05 19:03|No Valid Permit Displayed|13th & R Lot|NE SJZ362
EF0200123|2013-12-05 19:04|Expired Meter|Arboretum|NE TEB990
EF0700411|2013-12-05 19:04|No Parking Area|13th & R Lot|NE TAH722
EF0500257|2013-12-05 19:05|No Valid Permit Displayed|13th & R Lot|NE SUB743
EF0200124|2013-12-05 19:06|Expired Meter|Arboretum|NE SEE995
EF0700412|2013-12-05 19:06|Expired Meter|13th & R Lot|NE SSS906
EF0500258|2013-12-05 19:07|Parking in Unauthorized Area|13th & R Lot|NE 14T149
EF0700413|2013-12-05 19:08|Expired Meter|13th & R Lot|NE 29U37
EF0500259|2013-12-05 19:10|Expired Meter|13th & R Lot|NE RVF550
EF0700414|2013-12-05 19:10|Expired Meter|13th & R Lot|NE SPE200
EF0500260|2013-12-05 19:12|Expired Meter|13th & R Lot|SD 6EA056
EF0700415|2013-12-05 19:13|Expired Meter|13th & R Lot|CO 313TXW
EF0800318|2013-12-05 19:16|Expired Meter|14th & W Street|NE SKM781
EF0800319|2013-12-05 19:40|No Valid Permit Displayed|Harper Schramm Smith|NE SKD947
EF0800320|2013-12-05 19:50|No Valid Permit Displayed|Mabel Lee Hall|NE TEB727
EF0800321|2013-12-05 19:54|Parking in Unauthorized Area|Mabel Lee Hall|NE SMU792
EF0800322|2013-12-05 19:56|No Valid Permit Displayed|Mabel Lee Hall|NE STS384
EF0800323|2013-12-05 19:57|No Valid Permit Displayed|Mabel Lee Hall|NE TEM199
EF0200131|2013-12-05 19:58|No Valid Permit Displayed|East Union|NE 9C8580
EF0200132|2013-12-05 20:00|No Valid Permit Displayed|East Union|NE 8C2970
EF0200133|2013-12-05 20:02|No Valid Permit Displayed|East Union|NE 20B78
EF0200134|2013-12-05 20:03|No Valid Permit Displayed|East Union|NE SHM131
EF0800324|2013-12-05 20:04|Parking in Unauthorized Area|Nebraska Hall Dock|NE STS466
EF0200135|2013-12-05 20:04|No Valid Permit Displayed|East Union|NE SET847
EF0800325|2013-12-05 20:07|Parking in Unauthorized Area|Nebraska Hall Dock|NE SGU709
EF0500261|2013-12-06 07:37|Overtime|Courtyard|NE 5A5568
EF0700416|2013-12-06 07:42|Parking in Unauthorized Area|Health Center|NE SWP692
EF0300333|2013-12-06 07:44|Expired Meter|Sandoz|NE 380XCI
EF0300334|2013-12-06 07:46|Expired Meter|Sandoz|NE TET809
EF0700417|2013-12-06 07:47|Expired Meter|Union|NE TJL294
EF0500262|2013-12-06 07:54|Overtime|Courtyard|NE 8A8840
EF0700418|2013-12-06 07:55|No Valid Permit Displayed|Andersen|NE TJM697
EF0700419|2013-12-06 08:00|No Valid Permit Displayed|Andersen|NE TJM647
EF0500263|2013-12-06 08:01|Expired Meter|14th & W Street|NE SKW247
EF0500264|2013-12-06 08:07|No Valid Permit Displayed|14th & W Street|IA 146XSR
EF0300335|2013-12-06 08:10|Parking in Unauthorized Area|19th Street/R-U Street|NE 21J250
EF0500265|2013-12-06 08:12|No Valid Permit Displayed|14th & W Street|NE JDC7032
EF0400297|2013-12-06 08:15|Expired Meter|Dental North|NE TEA866
EF0400298|2013-12-06 08:16|Expired Meter|Dental North|NE TCE671
EF0500266|2013-12-06 08:22|Parking in Unauthorized Area|14th & W Street|NE JDC7032
EF0300336|2013-12-06 08:24|No Valid Permit Displayed|1700 Y Street|MN 629LHG
EF0400299|2013-12-06 08:30|No Valid Permit Displayed|Judging Pavilion|NE 46A117
EF0500267|2013-12-06 08:34|No Valid Permit Displayed|Harper Schramm Smith|NE RZF015
EF0300337|2013-12-06 08:40|Parking in Unauthorized Area|17th & R Parking Garage|NE TJG025
EF0400300|2013-12-06 08:44|Expired Meter|East Union|NE 11D976
EF0300338|2013-12-06 08:51|No Valid Permit Displayed|Sandoz|NE 20AG78
EF0200136|2013-12-06 09:03|Parking in Unauthorized Area|14th & Avery Lot|NE 25E423
EF0400301|2013-12-06 09:03|No Valid Permit Displayed|Dental West|NE SEM488
EF0400302|2013-12-06 09:05|No Valid Permit Displayed|Dental West|NE SEM488
EF0700420|2013-12-06 09:08|No Valid Permit Displayed|Inside Loop|NE RRE170
EF0700421|2013-12-06 09:14|No Valid Permit Displayed|Loop|NE 17-979
EF0700422|2013-12-06 09:17|No Valid Permit Displayed|Loop|IL PLP412
EF0500268|2013-12-06 09:36|No Valid Permit Displayed|Harper Schramm Smith|NE 19A159
EF0400303|2013-12-06 09:36|No Valid Permit Displayed|Dental North|NE SZB294
EF0700424|2013-12-06 09:36|No Valid Permit Displayed|Alexander East|NE 20K856
EF0300339|2013-12-06 09:39|No Valid Permit Displayed|Sandoz|NE 6EC596
EF0200137|2013-12-06 09:40|Expired Meter|Sapp Drive|LA WDP903
EF0700425|2013-12-06 09:40|Parking in Unauthorized Area|Alexander North|NE TBR687
EF0200138|2013-12-06 09:41|Expired Meter|Sapp Drive|CA 5MCW435
EF0200139|2013-12-06 09:42|Expired Meter|Sapp Drive|NE TEY492
EF0200140|2013-12-06 10:06|Expired Meter|South Stadium|NE RRH683
EF0200141|2013-12-06 10:07|Expired Meter|South Stadium|NE TAM901
EF0500269|2013-12-06 10:08|Overtime|Courtyard|NE SKI441
EF0200142|2013-12-06 10:09|Expired Meter|South Stadium|MO 5FR351
EF0200143|2013-12-06 10:11|Expired Meter|South Stadium|NE TDV601
EF0500270|2013-12-06 10:12|Overtime|Courtyard|NE 8A8840
EF0200144|2013-12-06 10:13|Expired Meter|South Stadium|WY 241773
EF0700426|2013-12-06 10:18|Parking in Unauthorized Area|420 University Terrace|NE 6B1089
EF0800326|2013-12-06 10:27|No Valid Permit Displayed|Dental North|WY 7506
EF0800327|2013-12-06 10:33|Parking in Unauthorized Area|Dental North|NE 28G939
EF0800328|2013-12-06 10:36|No Valid Permit Displayed|Dental North|NE 11-1393
EF0800329|2013-12-06 10:39|No Valid Permit Displayed|Dental North|NE 35-1221
EF0200145|2013-12-06 10:59|Expired Meter|South Stadium|NE TGY999
EF0200146|2013-12-06 11:01|Expired Meter|South Stadium|NE SVM056
EF0500272|2013-12-06 11:09|No Valid Permit Displayed|Beadle South|NE TCU183
EF0200147|2013-12-06 11:18|Expired Meter|South Stadium|NE SUG935
EF0800330|2013-12-06 11:23|Expired Meter|East Union|NE 9C1707
EF0800331|2013-12-06 11:28|Expired Meter|East Union|NE RUK764
EF0800332|2013-12-06 11:33|No Valid Permit Displayed|Judging Pavilion|NE SJL881
EF0500273|2013-12-06 11:35|Parking in Unauthorized Area|Harper Schramm Smith|NE TFZ425
EF0800333|2013-12-06 11:39|No Valid Permit Displayed|Dental North|NE TAG415
EF0500274|2013-12-06 11:47|Expired Meter|Housing|NE 56A336
EF0500275|2013-12-06 11:50|Expired Meter|Housing|NE D1X280
EF0500276|2013-12-06 12:16|Parking in Unauthorized Area|Harper Schramm Smith|NE THP801
EF0700427|2013-12-06 12:33|No Valid Permit Displayed|Inside Loop|NE SXA919
EF0700428|2013-12-06 12:37|Parking in Unauthorized Area|Inside Loop|NE 15383
EF0400304|2013-12-06 12:39|Parking in Unauthorized Area|Inside Loop|NE 8-69
EF0700429|2013-12-06 12:45|No Valid Permit Displayed|Loop|NE SSV043
EF0200148|2013-12-06 12:46|Expired Meter|14th & Avery Parking Garage|TN 498JCN
EF0400305|2013-12-06 12:51|No Valid Permit Displayed|Bancroft|NE SNP964
EF0700430|2013-12-06 12:58|Parking in Unauthorized Area|Bancroft|NE 7B5110
EF0400306|2013-12-06 13:04|Parking in Unauthorized Area|420 University Terrace|NE 28B35
EF0800335|2013-12-06 13:20|Parking in Unauthorized Area|Dairy Store|CO 674WZR
EF0500277|2013-12-06 13:24|Expired Meter|14th & W Street|TX CG8X029
EF0400307|2013-12-06 13:24|No Valid Permit Displayed|Business Services Complex|NE TAT564
EF0700431|2013-12-06 13:27|No Valid Permit Displayed|Business Services Complex|NE SPF125
EF0500278|2013-12-06 13:34|Expired Meter|Housing|NE IRNMAN9
EF0400308|2013-12-06 13:35|Parking in Unauthorized Area|900 N 22nd Street [East]|NE SDW544
EF0700432|2013-12-06 13:47|No Valid Permit Displayed|Whittier South|NE TDS981
EF0700433|2013-12-06 13:49|No Valid Permit Displayed|Whittier South|NE SUB758
EF0800336|2013-12-06 13:55|Expired Meter|East Union|CO 067RMJ
EF0800337|2013-12-06 13:59|Parking in Unauthorized Area|East Union|NE TAG545
EF0800338|2013-12-06 14:02|Parking in Unauthorized Area|East Union|NE SEY207
EF0700435|2013-12-06 14:04|No Valid Permit Displayed|Beadle South|NE SSU568
EF0500279|2013-12-06 14:10|Expired Meter|Boathouse|NE RRI201
EF0500280|2013-12-06 14:11|Expired Meter|Boathouse|NE TGG055
EF0500281|2013-12-06 14:14|Expired Meter|Boathouse|NE TGR056
EF0500282|2013-12-06 14:32|Parking in Unauthorized Area|Champions Club|NE RYS014
EF0500283|2013-12-06 14:38|Parking in Unauthorized Area|North Stadium|CO 23143JY
EF0500284|2013-12-06 14:42|No Valid Permit Displayed|North Stadium|SD 17CH31
EF0500285|2013-12-06 14:44|No Valid Permit Displayed|North Stadium|NE TGV896
EF0500286|2013-12-06 14:50|Improper Display of Permit|North Stadium|CO 678PLH
EF0500287|2013-12-06 15:00|Parking in Unauthorized Area|South Stadium|NE TJS431
EF0700436|2013-12-06 15:06|No Valid Permit Displayed|Loop|NE AROW
EF0400312|2013-12-06 15:09|No Valid Permit Displayed|Loop|NE SHH244
EF0700437|2013-12-06 15:13|No Valid Permit Displayed|Loop|NE STX760
EF0400313|2013-12-06 15:18|No Valid Permit Displayed|Bancroft|IA 425WQJ
EF0800339|2013-12-06 15:23|Expired Meter|Housing|NE 56A336
EF0400314|2013-12-06 15:33|Expired Meter|13th & R Lot|NE 41369621
EF0700439|2013-12-06 15:40|Parking in Unauthorized Area|Westbrook Music Building|NE TCU659
EF0300340|2013-12-06 15:41|No Valid Permit Displayed|Judging Pavilion|NE SCP686
EF0400315|2013-12-06 15:43|Parking in Unauthorized Area|Westbrook Music Building|NE 8A2856
EF0700440|2013-12-06 15:46|Parking in Unauthorized Area|Westbrook Music Building|NE TAN817
EF0400316|2013-12-06 15:58|Parking in Unauthorized Area|Sandoz|NE SSS097
EF0800345|2013-12-06 16:06|Expired Meter|14th & W Street|NE SNW591
EF0800346|2013-12-06 16:10|Expired Meter|14th & W Street|SD 1XY390
EF0300341|2013-12-06 16:11|No Valid Permit Displayed|Judging Pavilion|NE CHIHWKS
EF0800347|2013-12-06 16:12|Expired Meter|14th & W Street|NE TJZ538
EF0800348|2013-12-06 16:13|Expired Meter|14th & W Street|NE TGM049
EF0800349|2013-12-06 16:30|Expired Meter|Boathouse|IA 804CE
EF0800350|2013-12-06 16:32|Expired Meter|Boathouse|NE SDH306
EF0800351|2013-12-06 16:39|Parking in Unauthorized Area|Harper Schramm Smith|NE 8A5294
EF0800352|2013-12-06 16:42|No Valid Permit Displayed|Harper Schramm Smith|NE 9C3084
EF0800353|2013-12-06 16:46|Parking in Unauthorized Area|Harper Schramm Smith|NE RRJ959
EF0300342|2013-12-06 16:49|No Valid Permit Displayed|Dental North|NE RPZ069
EF0400317|2013-12-06 18:44|No Parking Area|Lot 57|NE TEK209
TEST - APP1|2013-12-09 01:00|Improper Display of Permit|14th & W Street|NE T2TEST
TEST - APP2|2013-12-09 01:00|Displaying Altered Permit|15th Street|NE T2TEST
EF0700441|2013-12-09 07:35|Parking in Unauthorized Area|19th Street/R-U Street|CO 255WAY
EF0800354|2013-12-09 07:40|No Valid Permit Displayed|North Stadium|NE RTR251
EF0700442|2013-12-09 07:45|Parking in Unauthorized Area|19th Street/R-U Street|NE SKV568
EF0800355|2013-12-09 07:48|Expired Meter|Sapp Drive|NE 10J333
EF0800356|2013-12-09 07:49|Expired Meter|Sapp Drive|NE SSN675
EF0300343|2013-12-09 07:51|Parking in Unauthorized Area|Inside Loop|NE 28F974
EF0300344|2013-12-09 07:55|Parking in Unauthorized Area|Loop|NE TGK222
EF0300345|2013-12-09 07:57|Parking in Unauthorized Area|Loop|NE TFA477
EF0300346|2013-12-09 08:02|Parking in Unauthorized Area|Health Center|NE RUW446
EF0800357|2013-12-09 08:05|Expired Meter|North Stadium|NE 70A15
EF0700443|2013-12-09 08:11|Expired Meter|Abel|NE RZL936
EF0400318|2013-12-09 08:13|Expired Meter|Burr|SD 2UG844
EF0800358|2013-12-09 08:19|Improper Display of Permit|14th & Avery Parking Garage|NE 46D832
EF0300347|2013-12-09 08:20|No Valid Permit Displayed|Pound Hall|TX DP1X280
EF0300348|2013-12-09 08:24|Parking in Unauthorized Area|Pound Hall|NE SPG844
EF0700444|2013-12-09 08:30|No Valid Permit Displayed|900 N 22nd Street [East]|NE TGJ236
EF0300349|2013-12-09 08:32|Parking in Unauthorized Area|Andersen|NE 20F773
EF0300350|2013-12-09 08:40|Parking in Unauthorized Area|Westbrook Music Building|NE SVR662
EF0300351|2013-12-09 08:44|No Valid Permit Displayed|Westbrook Music Building|NE RSH026
EF0800359|2013-12-09 08:44|Improper Parking|14th & Avery Parking Garage|NE 8-17414
EF0700445|2013-12-09 08:46|No Valid Permit Displayed|Knoll Residence|NE SEU708
EF0300352|2013-12-09 08:46|Parking in Unauthorized Area|Westbrook Music Building|MN 596GJL
EF0800360|2013-12-09 08:49|Improper Parking|14th & Avery Parking Garage|NE 46D832
EF0800361|2013-12-09 09:04|Expired Meter|South Stadium|KS 088DCX
EF0400322|2013-12-09 09:05|No Valid Permit Displayed|Dental North|NE 25H94
EF0800362|2013-12-09 09:06|Expired Meter|South Stadium|NE SDH781
EF0700446|2013-12-09 09:07|No Valid Permit Displayed|19th & Vine Parking Garage|NE 3B798
EF0800363|2013-12-09 09:07|Expired Meter|South Stadium|NE TGT996
EF0800364|2013-12-09 09:09|Expired Meter|South Stadium|NE 11F374
EF0800365|2013-12-09 09:11|Expired Meter|South Stadium|NE 15E643
EF0700447|2013-12-09 09:15|Parking in Unauthorized Area|19th & Vine Parking Garage|NE TJG025
EF0800366|2013-12-09 09:20|Expired Meter|South Stadium|NE 3A5701
EF0700448|2013-12-09 09:20|No Valid Permit Displayed|19th & Vine Parking Garage|NE RXR547
EF0800367|2013-12-09 09:22|Expired Meter|South Stadium|SD 19GS70
EF0400323|2013-12-09 09:24|Expired Meter|Dental North|NE SLP359
EF0700449|2013-12-09 09:24|Parking in Unauthorized Area|19th & Vine Parking Garage|KS 441CZP
EF0800368|2013-12-09 09:24|Expired Meter|South Stadium|NE RYU012
EF0400324|2013-12-09 09:34|Parking in Unauthorized Area|Burr|NE RUY756
EF0400325|2013-12-09 09:46|No Valid Permit Displayed|Judging Pavilion|NE 28-1118
EF0300353|2013-12-09 09:51|No Valid Permit Displayed|Varner Hall|NE TGJ699
EF0400326|2013-12-09 10:06|No Valid Permit Displayed|Vet Basic Science|NE SXY979
EF0500288|2013-12-09 10:08|Parking in Unauthorized Area|Harper Schramm Smith|NE TER783
EF0500289|2013-12-09 10:15|No Valid Permit Displayed|Harper Schramm Smith|NE 52-1526
EF0500290|2013-12-09 10:19|No Valid Permit Displayed|Harper Schramm Smith|NE PSALM46
EF0500291|2013-12-09 10:30|Expired Meter|Harper Schramm Smith|NE TGY186
EF0500292|2013-12-09 10:32|Expired Meter|Harper Schramm Smith|NE 49A709
EF0300354|2013-12-09 10:36|No Valid Permit Displayed|Inside Loop|NE STA957
EF0800369|2013-12-09 10:38|Expired Meter|Sapp Drive|NE TEP600
EF0700450|2013-12-09 10:41|Expired Meter|Sandoz|NE SXL752
EF0400327|2013-12-09 10:43|Expired Meter|East Union|NE 22N21
EF0500293|2013-12-09 10:44|No Valid Permit Displayed|Boathouse|NE SKV606
EF0400328|2013-12-09 10:51|No Valid Permit Displayed|Dental North|NE RPZ443
EF0800370|2013-12-09 10:54|No Valid Permit Displayed|North Stadium|NE PONT12798
EF0700451|2013-12-09 10:59|Parking in Unauthorized Area|Sandoz|NE SCH215
EF0500294|2013-12-09 11:07|No Valid Permit Displayed|14th & W Street|NE TGE359
EF0800371|2013-12-09 11:16|No Parking Area|10th & U Street|NE RJX012
EF0500295|2013-12-09 11:29|No Valid Permit Displayed|Court Street Lot|SD 21EM05
